C_id,P_id,W_id,Platform,OrderDate,year,quantity
12175,404617,21455,Amazon,06-03-2016,2016,2
12176,404618,21456,Amazon,09-03-2015,2015,1
12177,404619,22222,Amazon,08-02-2010,2010,2
12178,404620,22229,Amazon,09-10-2016,2016,3
12179,404621,22232,Amazon,06-08-2015,2015,4
12180,404622,12237,Amazon,09-04-2015,2015,1
12181,404623,22249,Amazon,07-07-2015,2015,1
12182,404624,22253,Amazon,03-12-2013,2013,1
12183,404625,22256,Flipkart,06-08-2015,2015,1
12184,404626,22260,Snapdeal,12-04-2011,2011,1
12185,404627,20512,Snapdeal,08-10-2010,2010,1
12186,404628,20695,Snapdeal,06-09-2010,2010,1
12187,404629,20826,Snapdeal,09-01-2016,2016,1
12188,404630,20836,Flipkart,09-08-2016,2016,1
12189,404631,20900,Flipkart,02-04-2014,2014,1
12190,404632,20901,Flipkart,05-02-2017,2017,1
12191,404633,20992,Snapdeal,12-03-2010,2010,1
12192,404634,21041,Snapdeal,12-09-2016,2016,1
12193,404635,21069,Snapdeal,01-01-2011,2011,1
12194,404636,21136,Snapdeal,09-12-2012,2012,1
12195,404637,21149,Snapdeal,07-08-2014,2014,1
12196,404638,21192,Snapdeal,06-08-2013,2013,1
12197,404639,21193,Snapdeal,06-05-2017,2017,1
12198,404640,21203,Snapdeal,11-03-2011,2011,1
12199,404641,21207,Snapdeal,08-08-2016,2016,1
12200,404642,21254,Snapdeal,09-05-2016,2016,1
12201,404643,21259,Snapdeal,03-09-2013,2013,1
12202,404644,21265,Snapdeal,11-12-2015,2015,1
12203,404645,21380,Snapdeal,09-12-2014,2014,1
12204,404646,21386,Snapdeal,02-02-2012,2012,1
12205,404647,21390,Snapdeal,02-09-2012,2012,1
12206,404648,21450,Amazon,05-09-2017,2017,1
12207,404649,21455,Amazon,06-08-2011,2011,1
12208,404650,21456,Amazon,06-09-2013,2013,1
12209,404651,22222,Snapdeal,01-09-2012,2012,1
12210,404652,22229,Snapdeal,09-04-2011,2011,1
12211,404653,22232,Snapdeal,12-05-2010,2010,1
12212,404654,12237,Flipkart,12-03-2013,2013,1
12213,404655,22249,Flipkart,02-04-2014,2014,1
12214,404656,21193,Flipkart,09-05-2011,2011,1
12215,404657,21203,Flipkart,08-04-2012,2012,1
12216,404658,21207,Flipkart,10-07-2015,2015,1
12217,404659,21254,Flipkart,03-12-2013,2013,1
12218,404660,21259,Flipkart,05-11-2016,2016,1
12219,404661,21265,Flipkart,06-08-2015,2015,1
12220,404662,21380,Flipkart,11-07-2012,2012,1
12221,404663,21386,Flipkart,10-05-2016,2016,1
12223,404664,21390,Snapdeal,05-04-2012,2012,1
12224,404665,21450,Snapdeal,08-01-2010,2010,3
12225,404666,21455,Snapdeal,03-06-2011,2011,3
12226,404667,21456,Amazon,10-03-2016,2016,3
12227,404668,22222,Amazon,03-06-2012,2012,3
12228,404669,22229,Amazon,05-09-2014,2014,3
12230,404670,22232,Amazon,08-08-2015,2015,3
12231,404671,21193,Amazon,02-06-2016,2016,3
12233,404672,21203,Amazon,08-12-2011,2011,3
12234,404673,21207,Amazon,06-07-2013,2013,3
12235,404674,21254,Amazon,02-06-2012,2012,3
12236,404675,21259,Flipkart,03-06-2011,2011,3
12238,404676,21265,Flipkart,09-01-2014,2014,3
12239,404677,21380,Snapdeal,12-10-2016,2016,2
12240,404678,21386,Amazon,04-02-2014,2014,2
12241,404679,21390,Snapdeal,04-02-2016,2016,1
12242,404680,21450,Snapdeal,03-09-2013,2013,1
12243,404681,21455,Snapdeal,06-12-2014,2014,1
12244,404682,21456,Snapdeal,05-07-2015,2015,1
12245,404683,22222,Amazon,07-12-2011,2011,1
12246,404684,22229,Amazon,12-02-2015,2015,2
12247,404685,22232,Amazon,12-01-2010,2010,2
12248,404686,12237,Amazon,09-03-2011,2011,2
12250,404687,22249,Amazon,11-11-2014,2014,2
12251,404688,22253,Amazon,05-06-2016,2016,2
12252,404689,22256,Amazon,12-08-2014,2014,2
12254,404690,22260,Amazon,12-04-2016,2016,2
12255,404691,20512,Amazon,03-10-2016,2016,2
12257,404692,20695,Amazon,04-12-2016,2016,2
12258,404693,20826,Amazon,01-07-2014,2014,2
12259,404694,20836,Amazon,01-02-2016,2016,1
12261,404695,20900,Amazon,06-10-2016,2016,1
12262,404696,20901,Flipkart,04-07-2011,2011,1
12263,404697,20992,Snapdeal,03-12-2017,2017,1
12264,404698,21041,Snapdeal,02-05-2017,2017,1
12265,404699,21069,Snapdeal,03-03-2013,2013,1
12266,404700,21136,Snapdeal,06-04-2014,2014,1
12267,404701,21149,Flipkart,06-06-2013,2013,1
12268,404702,21192,Flipkart,07-07-2010,2010,1
12269,404703,21193,Flipkart,06-05-2010,2010,2
12270,404704,21203,Snapdeal,03-07-2011,2011,1
12271,404705,21207,Snapdeal,07-04-2015,2015,2
12272,404706,21254,Snapdeal,07-04-2016,2016,3
12273,404707,21259,Snapdeal,08-06-2011,2011,3
12274,404708,21265,Snapdeal,03-06-2011,2011,3
12275,404709,21380,Snapdeal,12-05-2015,2015,4
12276,404710,21386,Snapdeal,03-01-2016,2016,1
12277,404711,21390,Snapdeal,04-05-2017,2017,2
12278,404712,21450,Snapdeal,07-03-2010,2010,1
12279,404713,21455,Snapdeal,10-05-2014,2014,1
12280,404714,21456,Snapdeal,02-03-2012,2012,1
12281,404715,22222,Snapdeal,06-04-2010,2010,1
12282,404716,22229,Snapdeal,10-03-2011,2011,1
12283,404717,22232,Snapdeal,10-12-2016,2016,1
12284,404718,12237,Snapdeal,08-04-2016,2016,1
12285,404719,22249,Amazon,08-10-2013,2013,2
12286,404720,21193,Amazon,02-02-2015,2015,2
12287,404721,21203,Amazon,03-01-2015,2015,1
12288,404722,21207,Snapdeal,03-07-2015,2015,1
12289,404723,21254,Snapdeal,02-09-2010,2010,1
12290,404724,20901,Snapdeal,07-09-2011,2011,1
12291,404725,20992,Flipkart,01-12-2017,2017,1
12292,404726,21041,Flipkart,07-10-2015,2015,1
12293,404727,21069,Flipkart,12-11-2012,2012,3
12294,404728,21136,Flipkart,02-08-2010,2010,4
12295,404729,21149,Flipkart,10-03-2011,2011,2
12296,404730,21192,Flipkart,02-12-2014,2014,1
12297,404731,21193,Flipkart,10-10-2010,2010,2
12298,404732,21203,Flipkart,01-01-2015,2015,3
12299,404733,21207,Flipkart,09-09-2012,2012,4
12300,404734,21254,Flipkart,04-12-2012,2012,1
12301,404735,21259,Snapdeal,01-01-2010,2010,1
12302,404736,21265,Snapdeal,07-10-2013,2013,1
12303,404737,21380,Snapdeal,06-06-2015,2015,1
12304,404738,21386,Amazon,08-11-2016,2016,1
12305,404739,21390,Amazon,05-08-2015,2015,1
12306,404740,21450,Amazon,11-02-2010,2010,1
12307,404741,21455,Amazon,11-01-2014,2014,1
12308,404742,21456,Amazon,09-07-2013,2013,1
12309,404743,22222,Amazon,06-07-2014,2014,1
12310,404744,22229,Amazon,03-11-2014,2014,1
12311,404745,22232,Amazon,09-05-2016,2016,1
12312,404746,12237,Flipkart,05-10-2010,2010,1
12313,404747,22249,Flipkart,04-12-2010,2010,1
12314,404748,22253,Snapdeal,03-12-2017,2017,1
12315,404749,22256,Amazon,03-10-2010,2010,1
12316,404750,22260,Snapdeal,03-01-2016,2016,1
12317,404751,20512,Snapdeal,05-12-2013,2013,1
12318,404752,20695,Snapdeal,07-06-2015,2015,1
12319,404753,20826,Snapdeal,11-03-2016,2016,1
12320,404754,20836,Amazon,07-10-2017,2017,1
12321,404755,20900,Amazon,02-02-2015,2015,1
12322,404756,20901,Amazon,06-08-2011,2011,1
12323,404757,20992,Amazon,05-03-2016,2016,1
12324,404758,21041,Amazon,05-07-2010,2010,1
12325,404759,21069,Amazon,04-06-2011,2011,1
12326,404760,21136,Amazon,09-07-2012,2012,1
12327,404761,21149,Amazon,01-11-2014,2014,1
12328,404762,21192,Amazon,01-02-2012,2012,1
12329,404763,21193,Amazon,03-09-2013,2013,1
12330,404764,21203,Amazon,09-05-2011,2011,1
12331,404765,21207,Amazon,10-12-2010,2010,1
12332,404766,21254,Amazon,07-03-2011,2011,1
12333,404767,21259,Flipkart,09-07-2012,2012,1
12334,404768,21265,Snapdeal,10-05-2010,2010,1
12335,404769,21380,Snapdeal,04-01-2015,2015,1
12336,404770,21386,Snapdeal,12-05-2016,2016,1
12337,404771,21390,Snapdeal,08-05-2013,2013,1
12338,404772,21450,Flipkart,07-10-2010,2010,1
12339,404773,21455,Flipkart,02-03-2014,2014,1
12340,404774,21456,Flipkart,06-07-2017,2017,1
12341,404775,22222,Snapdeal,10-08-2014,2014,1
12342,404776,22229,Snapdeal,08-02-2011,2011,1
12343,404777,22232,Snapdeal,12-04-2014,2014,3
12344,404778,12237,Snapdeal,03-03-2016,2016,3
12345,404779,22249,Snapdeal,01-07-2011,2011,3
12346,404780,21193,Snapdeal,01-05-2015,2015,3
12347,404781,21203,Snapdeal,10-01-2015,2015,3
12348,404782,21207,Snapdeal,04-07-2013,2013,3
12349,404783,21254,Snapdeal,01-10-2015,2015,3
12350,404784,21259,Snapdeal,08-04-2013,2013,3
12351,404785,21265,Snapdeal,09-11-2016,2016,3
12352,404786,21380,Snapdeal,06-05-2010,2010,3
12353,404787,20293,Snapdeal,01-06-2016,2016,3
12354,404788,20502,Snapdeal,02-05-2014,2014,3
12355,404789,20512,Snapdeal,01-04-2016,2016,2
12356,404790,20695,Amazon,06-01-2015,2015,2
12357,404791,20826,Amazon,11-03-2011,2011,1
12358,404792,20836,Amazon,10-09-2013,2013,1
12359,404793,20900,Snapdeal,07-08-2015,2015,1
12360,404794,20901,Snapdeal,03-02-2012,2012,1
12361,404795,20992,Snapdeal,04-08-2014,2014,1
12362,404796,21041,Flipkart,04-07-2017,2017,2
12363,404797,21069,Flipkart,05-04-2017,2017,2
12364,404798,21136,Flipkart,05-05-2013,2013,2
12365,404799,21149,Flipkart,05-03-2010,2010,2
12366,404800,21192,Flipkart,05-07-2014,2014,2
12367,404801,21193,Flipkart,01-06-2017,2017,2
12368,404802,21203,Flipkart,04-02-2015,2015,2
12369,404803,21207,Flipkart,09-06-2010,2010,2
12370,404804,21254,Flipkart,05-03-2014,2014,2
12371,404805,21259,Flipkart,06-04-2016,2016,2
12372,404806,21265,Snapdeal,10-06-2016,2016,1
12373,404807,21380,Snapdeal,02-07-2017,2017,1
12374,404808,21386,Snapdeal,05-12-2015,2015,1
12375,404809,21390,Amazon,07-03-2013,2013,1
12376,404810,21450,Amazon,05-12-2016,2016,1
12377,404811,21455,Amazon,12-12-2012,2012,1
12378,404812,21456,Amazon,10-09-2012,2012,1
12379,404813,22222,Amazon,12-01-2014,2014,1
12380,404814,22229,Amazon,06-01-2011,2011,1
12381,404815,22232,Amazon,01-03-2012,2012,2
12382,404816,12237,Amazon,02-10-2016,2016,1
12383,404817,22249,Flipkart,03-07-2015,2015,2
12384,404818,22253,Flipkart,07-08-2012,2012,3
12385,404819,22256,Snapdeal,09-06-2015,2015,3
12386,404820,22260,Amazon,04-04-2012,2012,3
12387,404821,20512,Snapdeal,04-05-2017,2017,4
12388,404822,20695,Snapdeal,10-11-2013,2013,1
12389,404823,20826,Snapdeal,11-06-2011,2011,2
12390,404824,20836,Snapdeal,02-04-2017,2017,1
12391,404825,20900,Amazon,07-03-2015,2015,1
12392,404826,20901,Amazon,01-08-2014,2014,1
12393,404827,20992,Amazon,06-06-2015,2015,1
12394,404828,21041,Amazon,12-08-2015,2015,1
12395,404829,21069,Amazon,10-06-2014,2014,1
12396,404830,21136,Amazon,02-05-2015,2015,1
12397,404831,21149,Amazon,02-07-2010,2010,1
12398,404832,21192,Amazon,02-07-2014,2014,2
12399,404833,21193,Amazon,04-08-2015,2015,2
12400,404834,21203,Amazon,08-10-2012,2012,1
12401,404835,21207,Amazon,05-04-2016,2016,1
12402,404836,21254,Amazon,04-06-2015,2015,1
12403,404837,21259,Amazon,11-05-2014,2014,1
12404,404838,21265,Flipkart,05-10-2014,2014,1
12405,404839,21380,Snapdeal,09-02-2015,2015,1
12406,404840,21386,Snapdeal,06-08-2014,2014,3
12407,404841,21390,Snapdeal,03-02-2012,2012,4
12408,404842,21450,Snapdeal,01-11-2017,2017,2
12409,404843,21455,Flipkart,12-04-2013,2013,1
12410,404844,21456,Flipkart,05-09-2010,2010,2
12411,404845,22222,Flipkart,02-12-2012,2012,3
12412,404846,22229,Snapdeal,12-02-2015,2015,4
12413,404847,22232,Snapdeal,12-10-2010,2010,1
12414,404848,12237,Snapdeal,09-01-2012,2012,1
12415,404849,22249,Snapdeal,11-08-2010,2010,1
12416,404850,21193,Snapdeal,04-06-2010,2010,1
12417,404851,21203,Snapdeal,07-04-2014,2014,1
12418,404852,21207,Snapdeal,10-02-2014,2014,1
12419,404853,21254,Snapdeal,02-04-2011,2011,1
12420,404854,21259,Snapdeal,12-12-2015,2015,1
12421,404855,21265,Snapdeal,12-06-2010,2010,1
12422,404856,21380,Snapdeal,03-03-2012,2012,1
12423,404857,21386,Snapdeal,07-04-2017,2017,1
12424,404858,21390,Snapdeal,01-04-2017,2017,1
12425,404859,21450,Snapdeal,11-06-2015,2015,1
12426,404860,21455,Snapdeal,02-09-2017,2017,1
12427,404861,21456,Amazon,03-10-2012,2012,1
12428,404862,22222,Amazon,06-05-2017,2017,1
12429,404863,22229,Amazon,02-02-2017,2017,1
12430,404864,22232,Snapdeal,11-06-2015,2015,1
12431,404865,21193,Snapdeal,11-06-2011,2011,1
12432,404866,21203,Snapdeal,09-03-2015,2015,1
12433,404867,21207,Flipkart,12-03-2014,2014,1
12434,404868,21254,Flipkart,02-09-2014,2014,1
12435,404869,21259,Flipkart,07-03-2013,2013,1
12436,404870,21265,Flipkart,11-12-2013,2013,1
12437,404871,21380,Flipkart,09-11-2010,2010,1
12438,404872,21386,Flipkart,04-10-2012,2012,1
12439,404873,21390,Flipkart,08-05-2011,2011,1
12440,404874,21450,Flipkart,12-05-2016,2016,1
12441,404875,21455,Flipkart,11-04-2013,2013,1
12442,404876,21456,Flipkart,05-04-2012,2012,1
12443,404877,22222,Snapdeal,09-02-2012,2012,1
12444,404878,22229,Snapdeal,11-10-2010,2010,1
12445,404879,22232,Snapdeal,05-11-2015,2015,1
12446,404880,12237,Amazon,07-03-2010,2010,1
12447,404881,22249,Amazon,05-05-2013,2013,1
12448,404882,22253,Amazon,08-11-2015,2015,1
12449,404883,22256,Amazon,11-02-2011,2011,1
12450,404884,22260,Amazon,05-03-2017,2017,1
12451,404885,20512,Amazon,12-04-2012,2012,1
12452,404886,20695,Amazon,06-08-2017,2017,1
12453,404887,20826,Amazon,06-01-2014,2014,1
12454,404888,20836,Flipkart,07-10-2017,2017,1
12455,404889,20900,Flipkart,06-06-2016,2016,1
12456,404890,20901,Snapdeal,06-04-2015,2015,3
12457,404891,20992,Amazon,01-01-2011,2011,3
12458,404892,21041,Snapdeal,08-10-2012,2012,3
12459,404893,21069,Snapdeal,03-10-2014,2014,3
12460,404894,21136,Snapdeal,04-02-2011,2011,3
12461,404895,21149,Snapdeal,08-03-2014,2014,3
12462,404896,21192,Amazon,06-03-2017,2017,3
12463,404897,21193,Amazon,12-09-2012,2012,3
12464,404898,21203,Amazon,02-04-2013,2013,3
12465,404899,21207,Amazon,07-12-2017,2017,3
12466,404900,21254,Amazon,11-01-2011,2011,3
12467,404901,21259,Amazon,12-12-2010,2010,3
12468,404902,21265,Amazon,04-10-2015,2015,2
12469,404903,21380,Amazon,12-08-2016,2016,2
12470,404904,21386,Amazon,10-01-2013,2013,1
12471,404905,21390,Amazon,01-07-2017,2017,1
12472,404906,21450,Amazon,01-07-2017,2017,1
12473,404907,21455,Amazon,07-03-2014,2014,1
12474,404908,21456,Amazon,01-06-2014,2014,1
12475,404909,22222,Flipkart,07-07-2013,2013,2
12476,404910,22229,Snapdeal,07-02-2013,2013,2
12477,404911,22232,Snapdeal,04-04-2014,2014,2
12478,404912,12237,Snapdeal,08-05-2015,2015,2
12479,404913,22249,Snapdeal,08-07-2014,2014,2
12480,404914,21193,Flipkart,01-01-2017,2017,2
12481,404915,21203,Flipkart,09-01-2010,2010,2
12482,404916,21207,Flipkart,09-08-2016,2016,2
12483,404917,21254,Snapdeal,09-01-2014,2014,2
12484,404918,20901,Snapdeal,01-05-2010,2010,2
12485,404919,20992,Snapdeal,04-07-2011,2011,1
12486,404920,21041,Snapdeal,02-07-2012,2012,1
12487,404921,21069,Snapdeal,12-03-2011,2011,1
12488,404922,21136,Snapdeal,07-02-2011,2011,1
12489,404923,21149,Snapdeal,02-12-2011,2011,1
12490,404924,21192,Snapdeal,08-01-2014,2014,1
12491,404925,21193,Snapdeal,01-06-2011,2011,1
12492,404926,21203,Snapdeal,07-01-2013,2013,1
12493,404927,21207,Snapdeal,12-07-2010,2010,1
12494,404928,21254,Snapdeal,06-08-2012,2012,2
12495,404929,21259,Snapdeal,03-02-2011,2011,1
12496,404930,21265,Snapdeal,01-04-2010,2010,2
12497,404931,21380,Snapdeal,05-07-2017,2017,3
12498,404932,21386,Amazon,06-09-2010,2010,3
12499,404933,21390,Amazon,09-11-2010,2010,3
12500,404934,21450,Amazon,08-04-2012,2012,4
12501,404935,21455,Snapdeal,06-03-2016,2016,1
12502,404936,21456,Snapdeal,08-12-2010,2010,2
12503,404937,22222,Snapdeal,09-12-2011,2011,1
12504,404938,22229,Flipkart,03-02-2017,2017,1
12505,404939,22232,Flipkart,10-07-2011,2011,1
12506,404940,12237,Flipkart,07-03-2012,2012,1
12507,404941,22249,Flipkart,05-09-2010,2010,1
12508,404942,22253,Flipkart,10-02-2011,2011,1
12509,404943,22256,Flipkart,02-09-2010,2010,1
12510,404944,22260,Flipkart,07-01-2011,2011,2
12511,404945,20512,Flipkart,07-05-2015,2015,2
12512,404946,20695,Flipkart,01-11-2012,2012,1
12513,404947,20826,Flipkart,07-02-2015,2015,1
12514,404948,20836,Snapdeal,10-05-2010,2010,1
12515,404949,20900,Snapdeal,07-08-2017,2017,1
12516,404950,20901,Snapdeal,09-10-2012,2012,1
12517,404951,20992,Amazon,06-10-2013,2013,1
12518,404952,21041,Amazon,08-05-2013,2013,3
12519,404953,21069,Amazon,11-06-2013,2013,4
12520,404954,21136,Amazon,09-08-2013,2013,2
12521,404955,21149,Amazon,06-05-2017,2017,1
12522,404956,21192,Amazon,09-02-2015,2015,2
12523,404957,21193,Amazon,09-02-2012,2012,3
12524,404958,21203,Amazon,04-06-2015,2015,4
12525,404959,21207,Flipkart,11-12-2016,2016,1
12526,404960,21254,Flipkart,11-11-2012,2012,1
12527,404961,21259,Snapdeal,08-06-2013,2013,1
12528,404962,21265,Amazon,04-07-2016,2016,1
12529,404963,21380,Snapdeal,03-03-2016,2016,1
12530,404964,21386,Snapdeal,07-04-2012,2012,1
12531,404965,21390,Snapdeal,08-11-2012,2012,1
12532,404966,21450,Snapdeal,07-08-2017,2017,1
12533,404967,20900,Amazon,11-11-2010,2010,1
12534,404968,20901,Amazon,09-02-2015,2015,1
12535,404969,20992,Amazon,01-12-2014,2014,1
12536,404970,21041,Amazon,06-03-2013,2013,1
12537,404971,21069,Amazon,03-10-2016,2016,1
12538,404972,21136,Amazon,08-11-2014,2014,1
12539,404973,21149,Amazon,10-08-2010,2010,1
12540,404974,21192,Amazon,12-07-2013,2013,1
12541,404975,21193,Amazon,03-11-2010,2010,1
12542,404976,21203,Amazon,11-12-2016,2016,1
12543,404977,21207,Amazon,09-11-2010,2010,1
12544,404978,21254,Amazon,12-01-2014,2014,1
12545,404979,21259,Amazon,03-09-2012,2012,1
12546,404980,21265,Flipkart,07-08-2016,2016,1
12547,404981,21380,Snapdeal,11-05-2016,2016,1
12548,404982,21386,Snapdeal,02-12-2012,2012,1
12549,404983,21390,Snapdeal,04-07-2012,2012,1
12550,404984,21450,Snapdeal,06-12-2011,2011,1
12551,404985,21455,Flipkart,11-02-2016,2016,1
12552,404986,21456,Flipkart,02-08-2013,2013,1
12553,404987,22222,Flipkart,07-01-2010,2010,1
12554,404988,22229,Snapdeal,06-12-2016,2016,1
12555,404989,22232,Snapdeal,02-08-2015,2015,1
12556,404990,12237,Snapdeal,11-06-2015,2015,1
12557,404991,22249,Snapdeal,04-09-2013,2013,1
12558,404992,22253,Snapdeal,03-03-2016,2016,1
12559,404993,22256,Snapdeal,10-12-2011,2011,1
12560,404994,22260,Snapdeal,06-07-2012,2012,1
12561,404995,20512,Snapdeal,05-02-2013,2013,1
12562,404996,20695,Snapdeal,10-11-2012,2012,1
12563,404997,20826,Snapdeal,04-06-2013,2013,1
12564,404998,20836,Snapdeal,03-09-2013,2013,1
12565,404999,20900,Snapdeal,06-10-2015,2015,1
12566,405000,20901,Snapdeal,11-04-2016,2016,1
12567,405001,20992,Snapdeal,11-04-2013,2013,1
12568,405002,21041,Snapdeal,07-04-2012,2012,3
12569,405003,21069,Amazon,11-03-2011,2011,3
12570,405004,21136,Amazon,08-11-2014,2014,3
12571,405005,21149,Amazon,11-03-2015,2015,3
12572,405006,21192,Snapdeal,04-11-2017,2017,3
12573,405007,21193,Snapdeal,11-01-2014,2014,3
12574,405008,21203,Snapdeal,04-10-2017,2017,3
12575,405009,21207,Flipkart,08-02-2010,2010,3
12576,405010,21254,Flipkart,04-08-2010,2010,3
12577,405011,21259,Flipkart,01-12-2016,2016,3
12578,405012,21265,Flipkart,12-04-2013,2013,3
12579,405013,21380,Flipkart,08-06-2013,2013,3
12580,405014,21386,Flipkart,04-12-2010,2010,2
12581,405015,21390,Flipkart,07-03-2016,2016,2
12582,405016,21450,Flipkart,08-06-2012,2012,1
12583,405017,21455,Flipkart,06-03-2014,2014,1
12584,405018,21456,Flipkart,02-12-2017,2017,1
12585,405019,22222,Snapdeal,12-03-2014,2014,1
12586,405020,22229,Snapdeal,06-04-2013,2013,1
12587,405021,22232,Snapdeal,07-12-2011,2011,2
12588,405022,12237,Amazon,03-12-2015,2015,2
12589,405023,22249,Amazon,07-10-2012,2012,2
12590,405024,21193,Amazon,04-03-2010,2010,2
12591,405025,21203,Amazon,02-03-2014,2014,2
12592,405026,21207,Amazon,06-04-2016,2016,2
12593,405027,21254,Amazon,08-04-2012,2012,2
12594,405028,21259,Amazon,05-06-2011,2011,2
12595,405029,21265,Amazon,04-05-2010,2010,2
12596,405030,21380,Flipkart,02-12-2010,2010,2
12597,405031,21386,Flipkart,12-01-2010,2010,1
12598,405032,21390,Snapdeal,10-10-2012,2012,1
12599,405033,21450,Amazon,10-04-2013,2013,1
12600,405034,21455,Snapdeal,11-04-2012,2012,1
12601,405035,21456,Snapdeal,01-07-2014,2014,1
12602,405036,22222,Snapdeal,01-06-2016,2016,1
12603,405037,22229,Snapdeal,04-04-2017,2017,1
12604,405038,22232,Amazon,05-07-2012,2012,1
12605,405039,21193,Amazon,04-08-2013,2013,1
12606,405040,21203,Amazon,06-02-2017,2017,2
12607,405041,21207,Amazon,07-07-2015,2015,1
12608,405042,21254,Amazon,05-04-2016,2016,2
12609,405043,21259,Amazon,12-02-2011,2011,3
12610,405044,21265,Amazon,04-01-2012,2012,3
12611,405045,21380,Amazon,09-01-2015,2015,3
12612,405046,21386,Amazon,11-12-2010,2010,4
12613,405047,21390,Amazon,09-06-2016,2016,1
12614,405048,21450,Amazon,10-04-2011,2011,2
12615,405049,21455,Amazon,08-04-2014,2014,1
12616,405050,21456,Amazon,09-06-2010,2010,1
12617,405051,22222,Flipkart,01-07-2017,2017,1
12618,405052,22229,Snapdeal,03-12-2017,2017,1
12619,405053,22232,Snapdeal,08-07-2015,2015,1
12620,405054,12237,Snapdeal,04-06-2011,2011,1
12621,405055,22249,Snapdeal,05-05-2013,2013,1
12622,405056,22253,Flipkart,12-03-2016,2016,2
12623,405057,22256,Flipkart,05-10-2014,2014,2
12624,405058,22260,Flipkart,10-06-2014,2014,1
12625,405059,20512,Snapdeal,05-08-2015,2015,1
12626,405060,20695,Snapdeal,08-01-2012,2012,1
12627,405061,20826,Snapdeal,10-07-2011,2011,1
12628,405062,20836,Snapdeal,03-07-2012,2012,1
12629,405063,20900,Snapdeal,07-09-2017,2017,1
12630,405064,20901,Snapdeal,04-12-2016,2016,3
12631,405065,20992,Snapdeal,02-08-2017,2017,4
12632,405066,21041,Snapdeal,05-08-2016,2016,2
12633,405067,21069,Snapdeal,08-03-2014,2014,1
12634,405068,21136,Snapdeal,12-10-2016,2016,2
12635,405069,21149,Snapdeal,03-03-2013,2013,3
12636,405070,21192,Snapdeal,05-07-2010,2010,4
12637,405071,21193,Snapdeal,04-11-2015,2015,1
12638,405072,21203,Snapdeal,02-08-2016,2016,1
12639,405073,21207,Snapdeal,08-03-2014,2014,1
12640,405074,21254,Amazon,04-10-2014,2014,1
12641,405075,21259,Amazon,07-01-2012,2012,1
12642,405076,21265,Amazon,11-11-2012,2012,1
12643,405077,21380,Snapdeal,03-06-2017,2017,1
12644,405078,21386,Snapdeal,01-07-2012,2012,1
12645,405079,21390,Snapdeal,12-03-2016,2016,1
12646,405080,21450,Flipkart,06-09-2012,2012,1
12647,405081,21455,Flipkart,02-05-2012,2012,1
12648,405082,21456,Flipkart,03-04-2015,2015,1
12649,405083,22222,Flipkart,11-08-2011,2011,1
12650,405084,22229,Flipkart,02-04-2015,2015,1
12651,405085,22232,Flipkart,02-05-2014,2014,1
12652,405086,12237,Flipkart,09-10-2015,2015,1
12653,405087,22249,Flipkart,04-07-2011,2011,1
12654,405088,21193,Flipkart,10-08-2010,2010,1
12655,405089,21203,Flipkart,07-02-2013,2013,1
12656,405090,21207,Snapdeal,10-08-2016,2016,1
12657,405091,21254,Snapdeal,01-07-2011,2011,1
12658,405092,20901,Snapdeal,08-03-2011,2011,1
12659,405093,20992,Amazon,06-02-2015,2015,1
12660,405094,21041,Amazon,07-07-2013,2013,1
12661,405095,21069,Amazon,02-06-2012,2012,1
12662,405096,21136,Amazon,11-06-2011,2011,1
12663,405097,21149,Amazon,02-07-2017,2017,1
12664,405098,21192,Amazon,06-01-2014,2014,1
12665,405099,21193,Amazon,06-03-2015,2015,1
12666,405100,21203,Amazon,03-12-2015,2015,1
12667,405101,21207,Flipkart,09-02-2014,2014,1
12668,405102,21254,Flipkart,08-07-2015,2015,1
12669,405103,21259,Snapdeal,08-09-2013,2013,1
12670,405104,21265,Amazon,08-05-2015,2015,1
12671,405105,21380,Snapdeal,06-04-2015,2015,1
12672,405106,21386,Snapdeal,05-05-2015,2015,1
12673,405107,21390,Snapdeal,05-02-2016,2016,1
12674,405108,21450,Snapdeal,04-04-2011,2011,1
12675,405109,21455,Amazon,08-06-2016,2016,1
12676,405110,21456,Amazon,10-01-2014,2014,1
12677,405111,22222,Amazon,05-11-2010,2010,1
12678,405112,22229,Amazon,11-04-2012,2012,1
12679,405113,22232,Amazon,02-07-2012,2012,1
12680,405114,12237,Amazon,09-01-2013,2013,3
12681,405115,22249,Amazon,08-01-2016,2016,3
12682,405116,22253,Amazon,02-08-2013,2013,3
12683,405117,22256,Amazon,12-07-2012,2012,3
12684,405118,22260,Amazon,10-01-2010,2010,3
12685,405119,20512,Amazon,03-05-2014,2014,3
12686,405120,20695,Amazon,06-01-2012,2012,3
12687,405121,20826,Amazon,12-06-2016,2016,3
12688,405122,20836,Flipkart,04-11-2014,2014,3
12689,405123,20900,Snapdeal,01-03-2011,2011,3
12690,405124,20901,Snapdeal,07-06-2012,2012,3
12691,405125,20992,Snapdeal,11-01-2016,2016,3
12692,405126,21041,Snapdeal,06-01-2010,2010,2
12693,405127,21069,Flipkart,01-04-2013,2013,2
12694,405128,21136,Flipkart,02-02-2017,2017,1
12695,405129,21149,Flipkart,04-10-2015,2015,1
12696,405130,21192,Snapdeal,08-09-2014,2014,1
12697,405131,21193,Snapdeal,08-04-2012,2012,1
12698,405132,21203,Snapdeal,06-02-2010,2010,1
